unix,open,volume_btc,volume_eur,7_days_a,30_days_a,90_days_a,next_day_value,next_week_value
1556841600,4829.07,3052.75695649,15431686.41505695,18.08,9.74,21.88,5099.0,5574.0
1556928000,5055.0,1359.93013744,6994950.254237758,31.43,9.37,22.05,5133.0,6005.0
1557014400,5150.28,623.08695456,3187669.243442141,62.62,10.63,22.39,5098.0,6278.0
1557100800,5114.18,1625.06671896,8258589.065754719,92.25,11.84,22.72,5112.0,6583.0
1557187200,5080.36,2423.55066486,12466623.442506596,96.88,13.3,23.0,5223.0,7055.0
1557273600,5147.28,1620.6361253,8585951.921865618,77.7,14.32,23.23,5391.0,7227.0
1557360000,5311.08,1717.59644985,9398481.662005218,61.8,16.43,23.45,5574.0,7193.0
1557446400,5487.32,2085.88690966,11809561.62207654,55.74,19.82,23.75,6005.0,6829.0
1557532800,5653.97,3890.11023073,24723401.065892976,58.99,23.47,24.31,6278.0,6576.0
1557619200,6355.07,4856.65829443,30115118.1855186,88.86,28.55,24.97,6583.0,6936.0
1557705600,6197.25,5381.09793166,37495221.33291029,186.07,36.09,26.11,7055.0,7263.0
1557792000,6972.36,4827.00393926,34454767.95812274,218.18,41.91,27.06,7227.0,7150.0
1557878400,7127.44,2961.72740877,21698621.983968,289.83,51.97,28.51,7193.0,6995.0
1557964800,7325.59,3081.42857494,21754300.26764716,320.09,62.42,30.02,6829.0,6946.0
1558051200,7058.73,4113.40809257,27148493.410962,324.25,72.22,31.6,6576.0,7109.0
1558137600,6600.0,1000.85711712,6557565.788514384,253.05,80.1,32.92,6936.0,7187.0
1558224000,6521.48,1859.38962196,13666067.467896732,100.39,84.05,33.84,7263.0,7499.0
1558310400,7349.54,1970.19235569,14140720.700264508,5.69,87.12,34.68,7150.0,7816.0
1558396800,7165.29,1691.6363157,12071009.25794049,-28.78,94.81,36.23,6995.0,7823.0
1558483200,7135.62,1586.56768502,10876302.257056504,-13.42,100.32,37.58,6946.0,7796.0
1558569600,6846.56,1612.58772265,11361003.02361378,14.03,104.46,38.89,7109.0,7613.0
1558656000,7057.71,1348.41865068,9654515.728630718,38.52,106.08,39.9,7187.0,7572.0
1558742400,7155.73,370.47918999,2674489.2725378103,64.62,109.24,41.03,7499.0,7668.0
1558828800,7204.4,1837.28404212,14320600.229261814,35.73,111.68,42.29,7816.0,7743.0
1558915200,7788.75,2372.6859581,18608928.51565913,-19.02,111.59,43.28,7823.0,7523.0
1559001600,7845.9,1421.24794316,11085250.732347324,82.75,114.17,44.69,7796.0,7023.0
1559088000,7815.06,1435.18766024,11160421.098571109,148.64,115.89,46.04,7613.0,6873.0
1559174400,7776.84,2864.87470669,21343316.5648405,182.67,115.82,47.29,7572.0,6923.0
1559260800,7457.81,1641.78799478,12618339.245120488,147.06,113.94,48.45,7668.0,6999.0
1559347200,7669.93,437.26242456,3352294.241010468,74.19,109.23,49.31,7743.0,7047.0
1559433600,7661.84,826.0843013,6464109.6576725,23.77,105.05,50.26,7523.0,6882.0
1559520000,7825.0,1799.55047249,12994823.894421162,-38.93,100.02,51.12,7023.0,6926.0
1559606400,7226.45,2867.65472596,19554537.57632124,-17.0,96.34,51.97,6873.0,7042.0
1559692800,6810.25,1223.81250825,8488339.080971835,-52.34,88.22,52.41,6923.0,7114.0
1559779200,6930.9,1007.87309281,6968857.87038732,-114.55,76.25,52.49,6999.0,7267.0
1559865600,6927.55,1257.19293735,8888379.210923247,-133.41,64.06,52.63,7047.0,7537.0
1559952000,7071.17,349.91940014,2457413.963303192,-167.99,51.49,52.69,6882.0,7832.0
1560038400,7008.16,537.77208724,3633225.8654395463,-137.94,40.19,52.84,6926.0,7945.0
1560124800,6761.13,1122.99478262,7963526.591836684,-94.42,28.91,52.88,7042.0,8166.0
1560211200,7091.33,1041.35143575,7281858.184769025,-30.71,16.51,52.65,7114.0,8215.0
1560297600,6992.7,1434.34258928,10377210.45177473,20.87,10.58,52.6,7267.0,8195.0
1560384000,7232.71,1128.2924782,8238125.983254262,7.25,2.6,52.41,7537.0,8351.0
1560470400,7300.72,1197.17992728,9305787.320940897,30.06,1.16,52.33,7832.0,8726.0
1560556800,7772.6,747.93543457,5902280.126428735,48.9,1.11,52.27,7945.0,9189.0
1560643200,7885.29,2404.81805672,19249293.990473542,125.5,5.4,52.55,8166.0,9461.0
1560729600,8008.32,1792.95390619,14924404.878813066,180.11,8.37,52.83,8215.0,9603.0
1560816000,8324.09,1624.33206014,13165536.213846728,181.29,8.61,53.13,8195.0,10025.0
1560902400,8121.01,927.34091381,7669007.34970818,218.93,9.72,53.6,8351.0,10853.0
1560988800,8267.65,1676.98019604,14143567.12439156,176.69,14.42,53.84,8726.0,10566.0
1561075200,8452.11,1873.87207171,16864829.90666928,144.16,18.46,54.09,9189.0,10330.0
1561161600,8999.99,3715.41355188,34844597.30081587,104.14,22.99,54.43,9461.0,10648.0
1561248000,9397.65,1869.84200916,17810600.407230742,149.12,28.48,55.07,9603.0,9956.0
1561334400,9531.43,1953.36623377,18899345.72060787,208.96,37.03,55.92,10025.0,9385.0
1561420800,9692.73,3600.05417076,37286409.05631206,246.7,46.08,56.72,10853.0,9468.0
1561507200,10328.84,7879.8176372,89642223.8079619,292.44,55.44,57.56,10566.0,10102.0
1561593600,11342.31,7147.00743914,69969202.8291806,328.44,71.84,58.83,10330.0,10260.0
1561680000,9789.99,3231.00400518,35121885.907388,415.12,94.04,60.73,10648.0,9845.0
1561766400,10863.49,1781.68027933,18587914.018194024,252.03,104.45,61.42,9956.0,9920.0
1561852800,10449.24,1702.94331625,16113368.864389636,234.44,120.65,62.8,9385.0,10108.0
1561939200,9461.83,2974.52768574,27687141.661082774,162.72,130.6,63.76,9468.0,10600.0
1562025600,9350.04,3793.33890993,36362339.85636339,-33.24,134.31,63.92,10102.0,11107.0
1562112000,9599.59,3401.97478104,36076105.48654743,-215.65,136.45,64.41,10260.0,11006.0
1562198400,10622.99,2222.72578508,21997316.868333478,-268.2,140.57,65.04,9845.0,10427.0
1562284800,9890.52,2104.77121257,20624400.53942792,-40.29,146.38,66.3,9920.0,10291.0
1562371200,9816.28,1160.0544637,11628803.563735733,-86.92,143.08,67.01,10108.0,10307.0
1562457600,10010.0,1082.22336185,11045875.0762263,8.27,138.76,67.57,10600.0,9582.0
1562544000,10226.36,2103.13487306,23079949.316401552,102.43,134.39,68.3,11107.0,9349.0
1562630400,10985.4,2934.04830356,32942526.116431504,94.4,131.03,69.14,11006.0,9029.0
1562716800,11232.41,4650.205775,50129125.2503845,124.42,130.73,70.38,10427.0,8535.0
1562803200,10764.17,3202.5415789,32313612.50568521,158.15,128.55,71.78,10291.0,9064.0
1562889600,10090.01,1247.45867958,13088847.924211988,229.59,123.63,72.55,10307.0,9437.0
1562976000,10492.57,1342.55899049,13588428.884856531,119.13,112.05,72.73,9582.0,9498.0
1563062400,10119.2,1731.00496854,15656005.197761286,34.06,103.35,73.12,9349.0,9530.0
1563148800,9062.76,2343.66821002,22581571.317092106,-87.48,91.26,73.19,9029.0,9331.0
1563235200,9658.34,3367.47470564,28285204.814264357,-295.21,74.35,72.3,8535.0,9014.0
1563321600,8421.05,2880.2883126,24909194.173494816,-289.14,61.48,71.9,9064.0,8810.0
1563408000,8658.17,2583.36668914,24462390.019137595,-332.95,40.7,70.51,9437.0,8830.0
1563494400,9469.2,1928.07040351,18134639.706549626,-317.84,23.44,69.3,9498.0,8868.0
1563580800,9405.57,1237.89788429,11871898.73255829,-236.92,9.86,68.62,9530.0,8684.0
1563667200,9610.89,861.13482861,8136871.606884176,-83.15,-3.72,67.84,9331.0,8546.0
1563753600,9459.04,1435.23574607,13208732.913516505,78.11,-15.21,67.11,9014.0,8554.0
1563840000,9228.9,1373.22506712,12084408.055157345,90.33,-24.41,66.25,8810.0,8561.0
1563926400,8852.69,1770.99264351,15526239.375872863,148.82,-32.56,65.25,8830.0,8859.0
1564012800,8779.92,1192.07107953,10586270.66674173,5.59,-42.14,63.87,8868.0,9252.0
1564099200,8882.42,1029.87874607,9117979.984393442,-126.99,-50.78,62.17,8684.0,9443.0
1564185600,8837.15,1557.62803242,13286333.472337738,-137.06,-53.96,60.48,8546.0,9613.0
1564272000,8529.83,649.47252795,5561543.667165602,-140.12,-49.8,58.7,8554.0,9809.0
1564358400,8579.21,981.30332694,8370095.418367616,-126.48,-57.22,56.61,8561.0,10181.0
1564444800,8529.8,915.80074857,7867918.97118944,-90.63,-56.35,54.48,8859.0,10374.0
1564531200,8604.43,1354.6061531,12345853.38723034,-61.52,-57.64,52.32,9252.0,10460.0
1564617600,9113.96,1215.76177488,11416173.272771684,-53.2,-64.4,50.19,9443.0,10708.0
1564704000,9400.0,1275.87927464,12103552.18611588,8.18,-68.27,48.42,9613.0,10647.0
1564790400,9486.15,679.11780469,6614607.4176806,102.93,-68.46,46.97,9809.0,10343.0
1564876800,9731.93,873.4752048,8635586.407999055,181.95,-60.96,45.57,10181.0,10194.0
1564963200,9886.42,2143.22612486,22450293.6579085,220.23,-56.41,44.26,10374.0,10219.0
1565049600,10515.28,2850.48384057,29168288.51959267,239.18,-51.31,42.96,10460.0,9936.0
1565136000,10220.91,1939.84782876,20753151.62033626,271.76,-40.84,42.09,10708.0,9353.0
1565222400,10701.12,1187.62439203,12725288.474406168,212.56,-31.01,41.04,10647.0,9133.0
1565308800,10712.69,1285.97609947,13606141.522832388,219.87,-12.84,40.39,10343.0,9304.0
1565395200,10596.28,1189.30697889,11999798.197185587,212.59,7.23,39.79,10194.0,9273.0
1565481600,10071.67,752.22256733,7760928.460590828,158.27,23.55,39.55,10219.0,9271.0
1565568000,10280.13,786.89658606,7992791.907382402,43.2,31.92,38.73,9936.0,9581.0
1565654400,10157.37,1369.60654923,13304111.490041358,-39.6,44.41,38.58,9353.0,9775.0
1565740800,9720.08,2285.19919125,20534639.96862911,-59.77,53.63,38.41,9133.0,9431.0
1565827200,8985.1,3195.62873964,29658917.939185407,-156.07,52.73,38.01,9304.0,9143.0
1565913600,9260.32,1771.88586854,16564368.72889408,-244.62,50.9,36.84,9273.0,9236.0
1566000000,9330.65,563.19432752,5190111.693317285,-240.75,42.61,35.49,9271.0,9237.0
1566086400,9220.82,473.77763155,4416071.828124919,-194.11,36.04,34.09,9581.0,9115.0
1566172800,9308.63,1145.76862899,11290438.44312633,-188.97,34.05,33.18,9775.0,9221.0
1566259200,9854.03,913.37116351,8855133.43022945,-114.26,32.3,32.17,9431.0,9263.0
1566345600,9712.88,2324.24854883,21264224.57844884,36.05,35.53,31.51,9143.0,8987.0
1566432000,9150.75,1504.78917724,13745376.356364602,119.6,36.7,30.47,9236.0,8675.0
1566518400,9123.65,1171.0047618,10948086.52954436,38.18,32.53,29.14,9237.0,8670.0
1566604800,9355.18,686.23347788,6257076.85130984,-12.75,25.64,27.83,9115.0,8748.0
1566691200,9127.97,630.92399089,5743017.17327577,-23.93,19.61,26.68,9221.0,8825.0
1566777600,9102.55,1275.22547369,11909547.487121437,-76.03,12.57,25.78,9263.0,9187.0
1566864000,9346.1,1064.94782705,9775699.227883743,-114.99,4.94,24.88,8987.0,9585.0
1566950400,9186.74,1876.31759448,16486414.64930608,-42.59,-3.35,24.11,8675.0,9630.0
1567036800,8775.76,1453.56171931,12464437.099255182,10.72,-12.7,23.17,8670.0,9598.0
1567123200,8600.4,1259.23597928,11004412.853488749,-41.51,-25.3,21.67,8748.0,9474.0
1567209600,8729.85,566.77463011,4968085.69121441,-103.02,-38.64,20.18,8825.0,9430.0
1567296000,8755.71,558.26770367,4965216.208409869,-98.89,-47.62,18.76,9187.0,9480.0
1567382400,8893.95,1859.28196048,17625267.86538581,-102.12,-54.29,17.46,9585.0,9402.0
1567468800,9478.49,1931.98695467,18724122.04935796,-80.87,-59.19,15.8,9630.0,9256.0
1567555200,9677.38,1553.61188895,14886289.644708885,45.25,-58.36,14.23,9598.0,9192.0
1567641600,9598.31,833.48469769,7999236.028528145,165.18,-55.06,12.85,9474.0,9333.0
1567728000,9597.32,2384.15062181,22291307.64229292,200.41,-47.85,11.37,9430.0,9402.0
1567814400,9349.8,454.33307891,4320739.383749624,181.11,-42.27,9.95,9480.0,9362.0
1567900800,9503.0,613.92750141,5806421.94066054,118.17,-34.69,8.26,9402.0,9340.0
1567987200,9450.21,1034.67673269,9677921.246587204,53.2,-25.44,6.46,9256.0,9329.0
1568073600,9351.12,1035.15205312,9482137.727866637,-24.36,-16.8,4.82,9192.0,9265.0
1568160000,9144.21,989.35708359,9142094.76948838,-48.9,-11.91,3.0,9333.0,9208.0
1568246400,9238.65,1177.15815993,11097423.121108089,-62.65,-6.59,1.16,9402.0,9259.0
1568332800,9444.36,794.82886976,7439598.2209536,-58.54,-1.01,-0.58,9362.0,9281.0
1568419200,9357.27,351.24704742,3290310.229177324,-19.68,3.29,-1.86,9340.0,9157.0
1568505600,9360.46,343.02233424,3196539.377199,-20.05,2.09,-3.14,9329.0,9092.0
1568592000,9318.75,836.82965976,7814968.089973493,1.54,2.64,-4.35,9265.0,8970.0
1568678400,9327.75,946.03042601,8705873.376269806,16.21,3.36,-5.37,9208.0,8288.0
1568764800,9198.08,776.51626189,7157367.81039346,22.39,3.39,-6.56,9259.0,7731.0
1568851200,9218.07,2049.70334969,19062651.092786934,-14.05,3.14,-7.75,9281.0,7546.0
1568937600,9320.0,775.82303746,7169442.755010857,-36.78,6.83,-8.81,9157.0,7446.0
1569024000,9242.3,608.56275456,5520923.908761139,-18.47,10.48,-9.39,9092.0,7511.0
1569110400,9074.28,433.15028743,3945565.96819987,-16.49,9.93,-9.74,8970.0,7449.0
1569196800,9118.93,1097.07939611,9676854.638152022,-27.94,8.07,-10.11,8288.0,7502.0
1569283200,8817.0,5368.96444048,41658224.61083956,-30.35,8.12,-10.31,7731.0,7627.0
1569369600,7757.78,2662.42398652,20513763.82221768,-56.69,4.76,-10.25,7546.0,7634.0
1569456000,7709.43,3287.96848352,24270665.43606024,-196.79,-5.48,-10.19,7446.0,7590.0
1569542400,7390.0,1904.875597,14289271.90084774,-287.79,-13.74,-11.26,7511.0,7477.0
1569628800,7502.06,899.19670541,6761230.875351818,-344.56,-24.44,-11.73,7449.0,7434.0
1569715200,7524.73,769.64940112,5675186.878520577,-331.5,-36.45,-12.37,7502.0,7307.0
1569801600,7373.41,2381.07509807,18166817.24349173,-277.87,-48.96,-13.68,7627.0,7333.0
1569888000,7630.52,1687.3288966,12862322.572603175,-178.72,-61.07,-15.16,7634.0,7481.0
1569974400,7620.62,1044.20760517,7986162.416796471,-32.82,-70.74,-16.23,7590.0,7647.0
1570060800,7667.0,996.18119645,7484309.32892885,3.07,-79.03,-16.51,7477.0,7810.0
1570147200,7522.85,895.4048397,6653753.3638107,41.93,-82.41,-17.25,7434.0,7652.0
1570233600,7431.0,557.12674498,4143747.162405196,21.22,-84.55,-18.12,7307.0,7514.0
1570320000,7437.71,1141.97491307,8195097.469918587,1.93,-86.86,-18.87,7333.0,7524.0
1570406400,7175.94,1816.72045258,13608053.71402786,-10.85,-88.18,-19.41,7481.0,7550.0
1570492800,7491.24,883.87428704,6602761.89276056,-70.2,-91.93,-19.53,7647.0,7487.0
1570579200,7463.13,1680.91894841,13163276.28499871,-51.98,-91.62,-19.17,7810.0,7308.0
1570665600,7819.63,1166.92602722,9101824.634891372,-33.21,-90.96,-19.12,7652.0,7246.0
1570752000,7799.83,1502.16845123,11271656.168964917,36.0,-87.8,-19.26,7514.0,7196.0
1570838400,7488.28,384.95831657,2902408.626112178,77.05,-85.52,-19.08,7524.0,7129.0
1570924800,7533.07,663.60447275,4987372.503310445,61.71,-83.99,-19.36,7550.0,7262.0
1571011200,7519.35,876.26500349,6642088.7264542,50.08,-79.98,-20.35,7487.0,7374.0
1571097600,7580.0,1322.4367241,9778705.458888486,-3.83,-75.81,-20.88,7308.0,7298.0
1571184000,7394.46,1382.19327614,9980831.468939705,-18.45,-70.41,-22.26,7246.0,6969.0
1571270400,7224.9,1485.26435816,10792272.437192935,-60.15,-65.7,-23.59,7196.0,6712.0
1571356800,7270.82,1444.33206467,10284366.466482734,-66.62,-61.16,-24.41,7129.0,7256.0
1571443200,7124.3,665.98058013,4750412.838844085,-49.77,-56.29,-25.21,7262.0,8082.0
1571529600,7140.55,784.83447375,5794676.218383113,-74.23,-51.37,-25.92,7374.0,8474.0
1571616000,7376.7,1017.27769233,7498353.870164431,-77.55,-44.7,-26.7,7298.0,8451.0
1571702400,7377.09,1003.86692101,7247206.424178284,-43.51,-36.08,-27.44,6969.0,8388.0
1571788800,7215.8,3102.4401247,20853795.883800976,4.33,-27.79,-28.43,6712.0,8355.0
1571875200,6721.09,1234.0519357,8270825.86189047,15.63,-19.47,-29.56,7256.0,8219.0
1571961600,6697.28,3320.73912204,25950480.394832328,-43.92,-15.59,-30.96,8082.0,8241.0
1572048000,7827.4,5447.46622474,45415798.288968615,-81.46,-18.22,-32.38,8474.0,8309.0
1572134400,8338.9,2314.45344168,19926101.749868628,1.63,-13.43,-33.16,8451.0,8292.0
1572220800,8585.94,2823.30389874,23477832.92986918,116.74,-7.59,-33.51,8388.0,8359.0
1572307200,8287.43,1692.01061297,14363308.892441032,249.25,0.19,-33.72,8355.0,8443.0
1572393600,8492.55,1874.45965982,15405021.779071491,306.65,5.72,-34.09,8219.0,8425.0
1572480000,8225.27,1442.6758816,11847398.60728736,330.47,11.19,-33.93,8241.0,8391.0
1572566400,8199.91,1313.50375798,10879725.35727318,209.39,16.21,-33.74,8309.0,8148.0
1572652800,8284.41,498.56727228,4155064.632854243,28.46,20.73,-33.48,8292.0,7982.0
1572739200,8328.95,624.50368664,5155527.734687856,-35.63,25.86,-32.95,8359.0,8094.0
1572825600,8251.89,1384.93522538,11724861.61806708,-38.2,30.01,-32.26,8443.0,8063.0
1572912000,8465.0,1272.19384987,10714022.22351168,-13.38,32.67,-31.12,8425.0,7953.0
1572998400,8417.73,1089.61354525,9188612.961874178,3.56,36.39,-30.01,8391.0,7993.0
1573084800,8447.59,1153.34340392,9612136.929779869,38.39,37.54,-28.54,8148.0,7905.0
1573171200,8334.62,2162.56481362,17218341.046042442,40.92,40.5,-27.01,7982.0,7755.0
1573257600,7963.78,418.05979721,3344536.9060516097,19.78,42.12,-25.61,8094.0,7672.0
1573344000,7983.1,742.80709938,6094539.120567061,-33.84,43.41,-24.84,8063.0,7688.0
1573430400,8211.0,1519.51532655,12027997.080065304,-67.57,44.63,-23.86,7953.0,7542.0
1573516800,7907.31,1167.57001264,9338061.50129295,-75.54,45.09,-22.77,7993.0,7363.0
1573603200,8016.75,825.2699387,6576708.184690492,-84.14,43.58,-22.2,7905.0,7321.0
1573689600,7967.01,1060.4319455,8317572.194765435,-67.85,42.51,-22.06,7755.0,7099.0
1573776000,7841.94,1558.72571052,11951887.89232552,-38.31,41.31,-21.75,7672.0,6757.0
1573862400,7667.73,361.77005248,2776997.570643828,-21.14,37.86,-21.44,7688.0,6642.0
1573948800,7683.43,567.95857015,4368697.56449389,-58.02,31.92,-21.33,7542.0,6473.0
1574035200,7697.04,1555.76031931,11492790.4188228,-79.88,26.2,-21.11,7363.0,6374.0
1574121600,7386.35,1377.29989957,10108775.25088799,-57.03,19.37,-20.45,7321.0,6500.0
1574208000,7336.63,1006.63427643,7354258.63039953,-92.49,10.39,-20.08,7099.0,6669.0
1574294400,7304.85,2707.29165143,18660467.94706202,-99.04,2.61,-20.14,6757.0,6808.0
1574380800,6885.52,5130.15581448,34009598.44872299,-91.81,-5.35,-20.21,6642.0,6902.0
1574467200,6626.07,1002.21287865,6671921.553619993,-123.72,-17.1,-20.38,6473.0,6959.0
1574553600,6664.16,1151.98454789,7236962.767218121,-174.16,-33.79,-20.87,6374.0,6795.0
1574640000,6264.6,4195.34152261,27198608.85815676,-181.08,-50.35,-21.31,6500.0,6669.0
1574726400,6487.07,1969.74174404,12829400.716951087,-192.46,-61.68,-21.82,6669.0,6597.0
1574812800,6500.48,2919.55991484,19963687.937283587,-173.23,-67.35,-22.24,6808.0,6549.0
1574899200,6859.82,2039.38016847,13776788.002478868,-127.55,-70.41,-22.91,6902.0,6583.0
1574985600,6764.64,1839.34002569,12949395.222463764,-18.05,-72.29,-23.41,6959.0,6747.0
1575072000,7042.15,847.1479031,5824811.080655949,37.25,-72.72,-23.86,6795.0,6806.0
1575158400,6861.81,906.95215079,6102998.926445513,89.53,-72.44,-24.05,6669.0,6790.0
1575244800,6728.82,1605.94062231,10613725.810471682,113.07,-72.98,-24.24,6597.0,6724.0
1575331200,6600.35,1287.41478414,8488788.239740394,58.22,-73.19,-24.05,6549.0,6578.0
1575417600,6598.77,2479.47332836,16113229.345346712,4.81,-73.23,-23.77,6583.0,6500.0
1575504000,6503.32,1196.08570453,7968490.415577495,-50.89,-73.04,-23.5,6747.0,6453.0
1575590400,6666.48,1370.41731426,9357716.476173555,-69.01,-71.27,-23.25,6806.0,6479.0
1575676800,6833.98,428.50723103,2904392.016415168,-70.5,-67.89,-23.01,6790.0,6443.0
1575763200,6777.93,511.13653462,3476464.4720258527,-10.9,-62.45,-22.49,6724.0,6381.0
1575849600,6810.46,1736.5472764,11524856.48192006,24.37,-57.44,-22.01,6578.0,6292.0
1575936000,6636.53,1568.71663977,10228330.547461957,47.12,-54.07,-21.53,6500.0,6062.0
1576022400,6520.17,1246.495536,8077091.633994239,29.96,-51.19,-21.3,6453.0,6252.0
1576108800,6481.26,1351.79690576,8684457.00542643,-1.17,-46.88,-21.03,6479.0,6501.0
1576195200,6432.11,1078.935548,7040054.4507,-47.31,-44.17,-20.6,6443.0,6470.0
1576281600,6525.0,639.03575717,4065110.942800664,-74.62,-40.38,-20.22,6381.0,6477.0
1576368000,6361.26,494.04431347,3161794.6782315755,-59.67,-35.63,-19.72,6292.0,6621.0
1576454400,6401.11,1562.03517204,9656501.43355128,-59.24,-32.16,-19.33,6062.0,6693.0
1576540800,6182.0,2235.23120602,13283710.82963214,-35.01,-28.98,-18.85,6252.0,6574.0
1576627200,5942.78,3281.42129252,21528584.744900588,-44.49,-26.54,-18.58,6501.0,6526.0
1576713600,6563.77,1581.6896176,10184705.067376688,-79.98,-24.87,-18.42,6470.0,6492.0
1576800000,6438.59,1089.62342417,7084175.796007012,-33.88,-20.57,-17.68,6477.0,6484.0
1576886400,6490.51,286.19627823,1849686.54620049,-11.16,-17.05,-17.04,6621.0,6507.0
1576972800,6456.34,897.11708934,6086921.508830112,30.16,-13.01,-16.44,6693.0,6566.0
1577059200,6785.0,1836.06781112,12121425.918164462,45.66,-11.72,-15.79,6574.0,6531.0
1577145600,6593.42,1316.04248064,8627079.594189003,98.67,-9.92,-15.09,6526.0,6431.0
1577232000,6559.08,780.82818277,5070627.94437193,86.15,-9.15,-15.28,6492.0,6401.0
1577318400,6493.94,1106.33525662,7179407.760899563,21.07,-11.33,-15.51,6484.0,6312.0
1577404800,6485.86,1228.7040826,7963513.761269597,15.72,-12.53,-16.02,6507.0,6398.0
1577491200,6485.5,455.79659569,2975936.994953622,-5.88,-13.69,-16.43,6566.0,6586.0
1577577600,6531.27,535.08073169,3532383.6075173877,-21.8,-12.37,-16.81,6531.0,6592.0
1577664000,6600.49,1140.95247821,7372150.342706094,-37.51,-11.24,-17.25,6431.0,6763.0
1577750400,6450.0,967.79923986,6205354.522119145,-1.53,-7.65,-17.43,6401.0,7123.0
1577836800,6402.02,615.37688802,3937852.090359902,-2.45,-6.08,-17.71,6312.0,7281.0
1577923200,6397.11,1005.80112285,6263364.984256433,-8.3,-5.55,-17.98,6398.0,7146.0
1578009600,6225.0,1787.59177563,11744960.61566852,-18.37,-5.79,-18.33,6586.0,7210.0
1578096000,6579.01,492.53534496,3247285.52932128,-44.58,-7.07,-18.86,6592.0,7298.0
1578182400,6596.02,680.02583059,4480316.183550686,-23.59,-6.55,-19.11,6763.0,7289.0
1578268800,6585.29,1632.65398373,11331843.137573997,2.41,-4.83,-19.53,7123.0,7324.0
1578355200,6931.11,2471.35499533,18079271.608986475,34.85,-1.99,-19.71,7281.0,7611.0
1578441600,7313.83,2901.6024648,21031946.289831672,83.38,2.8,-19.64,7146.0,7920.0
1578528000,7248.39,1688.81828303,11894144.509186326,148.88,10.22,-19.02,7210.0,7870.0
1578614400,7043.34,1703.04560459,12562635.115450457,174.1,15.79,-18.45,7298.0,7928.0
1578700800,7376.58,706.98994561,5103512.970877626,122.37,18.96,-18.25,7289.0,8033.0
1578787200,7216.4,413.93937541,3047463.0757059613,127.68,23.79,-17.77,7324.0,7945.0
1578873600,7362.1,1020.56721694,7434832.1754079,89.78,26.84,-17.42,7611.0,7822.0
1578960000,7288.92,2681.68143646,21273483.85047917,43.8,31.12,-16.9,7920.0,7836.0
1579046400,7925.2,2114.7433547,16735867.43476033,11.63,33.43,-16.58,7870.0,7835.0
1579132800,7913.9,1480.73536291,11589700.878142942,89.54,39.71,-15.92,7928.0,7711.0
1579219200,7826.89,1790.70690402,14379340.625142518,135.05,43.72,-15.24,8033.0,7622.0
1579305600,8023.81,586.18914256,4713881.023136219,118.18,44.76,-14.74,7945.0,7606.0
1579392000,8041.07,1733.16685874,13605169.19275454,142.03,50.5,-14.1,7822.0,7670.0
1579478400,7849.0,1294.90524435,10093449.704344718,121.73,54.85,-13.29,7836.0,7939.0
1579564800,7794.75,1289.44609855,10157495.591178754,72.21,57.6,-12.63,7835.0,8291.0
1579651200,7861.85,976.53927824,7624506.191928884,-10.96,59.17,-12.13,7711.0,8487.0
1579737600,7812.58,1586.11542296,12068339.86329267,-14.12,62.83,-11.97,7622.0,8520.0
1579824000,7601.68,1266.03915831,9674666.11527436,-21.9,64.38,-11.88,7606.0,8519.0
1579910400,7652.36,482.53970026,3647995.308568597,-61.09,63.79,-11.11,7670.0,8440.0
1579996800,7548.91,559.6083948,4359438.932835168,-58.68,62.61,-9.92,7939.0,8437.0
1580083200,7798.0,1854.90940852,14986777.664325511,-51.62,60.19,-8.61,8291.0,8416.0
1580169600,8080.81,2137.02700955,18165178.356847003,-27.73,58.91,-7.33,8487.0,8361.0
1580256000,8535.36,1621.39641335,13681926.638556108,20.53,59.18,-5.67,8520.0,8526.0
1580342400,8429.39,1728.38515551,14881517.175901985,116.87,62.17,-3.88,8519.0,8824.0
1580428800,8616.95,1764.04862812,14853730.46092743,170.75,62.58,-2.19,8440.0,8934.0
1580515200,8420.25,634.69377169,5368906.349414294,192.57,62.99,-0.3,8437.0,9020.0
1580601600,8449.07,597.74186916,5036513.215355244,164.3,61.11,1.48,8416.0,9167.0
1580688000,8425.91,1160.30579865,9754145.505525185,96.92,57.33,3.21,8361.0,9170.0
1580774400,8409.42,976.88794299,8120498.252657535,30.48,54.85,5.08,8526.0,9226.0
1580860800,8303.6,2341.48831147,20483761.216635626,-19.74,51.56,6.91,8824.0,9488.0
1580947200,8748.18,1436.28308459,12782804.550204234,-28.1,46.7,8.68,8934.0,9493.0
1581033600,8899.92,1370.35954753,12290055.89842733,4.31,46.34,10.7,9020.0,9511.0
1581120000,8968.36,800.03143732,7258205.211941968,68.39,48.78,12.54,9167.0,9368.0
1581206400,9054.65,1284.2113473,11917481.302944,101.59,50.51,14.43,9170.0,9159.0
1581292800,9290.0,1975.87619746,17883102.217875168,128.59,50.62,16.54,9226.0,9060.0
1581379200,9038.2,1838.24065258,17303304.115515962,155.86,53.65,18.58,9488.0,9210.0
1581465600,9428.39,2011.50687636,19205646.38972888,122.93,53.09,20.5,9493.0,9168.0
1581552000,9548.0,2373.41442588,22398576.49306881,94.24,55.25,22.64,9511.0,8888.0
1581638400,9445.0,1545.97184607,14806529.896016965,101.71,56.76,24.76,9368.0,8939.0
1581724800,9589.08,1585.38539157,14502899.461981457,91.25,60.99,26.64,9159.0,8933.0
1581811200,9162.74,1653.00748018,15132308.206634592,86.54,65.39,28.61,9060.0,9068.0
