unix,open,volume_btc,volume_eur,7_days_a,30_days_a,90_days_a,next_day_value,next_week_value
1597276800,9818.84,2173.3290912,21698778.44603175,-1.84,85.5,8.6,9973.0,9972.0
1597363200,9986.78,1331.38185517,13259910.900384167,-14.2,85.21,9.84,9990.0,9900.0
1597449600,9956.55,985.35181901,9877235.60838357,-4.3,85.06,10.84,10035.0,9856.0
1597536000,10016.7,699.39818566,7031280.761841248,-9.65,83.46,11.86,10204.0,9904.0
1597622400,10062.74,3871.6232961,40056163.06754725,6.36,81.15,13.1,10190.0,9937.0
1597708800,10364.05,3104.158067,31092426.77913745,18.04,78.22,14.33,9978.0,9779.0
1597795200,10015.0,3690.59072595,36687092.13535842,87.38,76.44,15.79,9972.0,9638.0
1597881600,9935.88,1839.24071321,18408886.72889036,51.76,71.57,16.75,9900.0,9645.0
1597968000,10010.41,2256.21544048,22087897.9192111,11.13,64.94,17.35,9856.0,9654.0
1598054400,9793.71,790.67960748,7842845.9081470175,-1.71,58.96,18.08,9904.0,9682.0
1598140800,9918.63,588.03851441,5815059.945534193,-42.92,51.41,18.61,9937.0,9742.0
1598227200,9890.89,1525.00357112,15223226.148419712,-56.34,44.28,18.91,9779.0,9809.0
1598313600,9970.91,2253.04126328,21602227.22356654,-62.66,35.63,19.29,9638.0,9887.0
1598400000,9583.0,1742.92639679,16894743.30053244,-11.22,27.65,19.6,9645.0,9817.0
1598486400,9698.45,1977.41585961,18967234.50626895,-37.16,17.77,19.83,9654.0,9125.0
1598572800,9598.07,1423.83050567,13826590.227680463,-46.61,14.12,20.34,9682.0,8723.0
1598659200,9700.36,528.55523314,5107519.072221454,-47.68,9.21,20.65,9742.0,8728.0
1598745600,9654.72,675.3785631,6638410.711065627,-54.03,5.59,21.18,9809.0,8626.0
1598832000,9837.17,1595.70957095,15606566.188049411,-44.09,1.13,21.49,9887.0,8725.0
1598918400,9771.58,2226.7122802,22270952.74712194,-9.14,-0.42,22.43,9817.0,8699.0
1599004800,9997.36,3114.03581988,30011613.635168094,32.14,0.24,22.81,9125.0,8643.0
1599091200,9633.69,5524.88495197,47603458.47431439,49.31,-1.91,23.41,8723.0,8718.0
1599177600,8595.41,3644.7228813,32259442.2223863,29.2,-5.53,23.74,8728.0,8777.0
1599264000,8854.72,2406.40314626,20697016.24438447,-114.17,-16.44,23.22,8626.0,8811.0
1599350400,8590.52,1535.32441977,13297582.97882575,-179.34,-22.34,22.91,8725.0,8783.0
1599436800,8665.03,2583.61267996,22698949.26683177,-249.13,-29.42,22.44,8699.0,8875.0
1599523200,8789.65,2773.58685079,23877115.80173841,-246.87,-35.9,22.06,8643.0,9063.0
1599609600,8610.12,1704.70412106,14790814.165253457,-198.76,-40.13,21.74,8718.0,9202.0
1599696000,8665.92,2169.64442876,19028172.17622238,-102.57,-45.39,21.35,8777.0,9266.0
1599782400,8761.5,1432.64494467,12596029.25028034,-2.8,-48.23,20.64,8811.0,9244.0
1599868800,8787.52,499.35471324,4411124.762612526,-6.56,-52.68,20.14,8783.0,9310.0
1599955200,8828.34,757.88507707,6622081.49170529,23.58,-55.85,19.65,8875.0,9303.0
1600041600,8739.59,2113.97264776,19047739.145376705,22.75,-57.15,19.09,9063.0,9047.0
1600128000,9007.35,1906.995399,17388975.68568948,14.57,-58.71,18.48,9202.0,8934.0
1600214400,9115.83,2106.25239392,19563672.61063865,50.21,-57.58,18.16,9266.0,8898.0
1600300800,9288.38,1706.60066563,15775355.770904,64.05,-54.99,17.88,9244.0,8995.0
1600387200,9240.17,1138.5518457,10529976.44358565,86.3,-48.79,17.67,9310.0,9198.0
1600473600,9246.11,538.74346334,5050159.675610625,94.8,-44.83,17.39,9303.0,9208.0
1600560000,9375.75,583.66121198,5387549.019914708,90.55,-41.03,17.13,9047.0,9248.0
1600646400,9230.61,2213.92991354,19621706.59491885,89.66,-35.57,16.9,8934.0,9216.0
1600732800,8866.59,1547.61576736,13931188.329202184,40.98,-32.27,16.75,8898.0,9198.0
1600819200,9006.24,1360.47561686,11959274.514763998,-25.99,-30.19,16.28,8995.0,9221.0
1600905600,8790.17,1751.25573122,16109748.933820842,-57.47,-26.94,15.7,9198.0,9130.0
1600992000,9198.28,1524.28181053,14020176.42225578,-83.53,-24.14,14.95,9208.0,9035.0
1601078400,9193.33,605.03791559,5580077.133732738,-54.97,-20.86,14.44,9248.0,9017.0
1601164800,9229.38,422.39480068,3914096.07681318,-24.58,-16.64,13.81,9216.0,9058.0
1601251200,9270.15,1844.64155831,16899572.957963567,30.07,-12.65,13.24,9198.0,9129.0
1601337600,9152.53,1630.89771232,15076507.721999774,73.58,-7.54,12.73,9221.0,9100.0
1601424000,9240.84,1473.36502048,13556608.35723894,51.07,-3.3,12.09,9130.0,9059.0
1601510400,9204.92,1911.82430865,17309867.591191053,47.76,2.99,11.54,9035.0,9178.0
1601596800,9046.18,2243.59408738,20244398.169247217,1.36,8.85,10.87,9017.0,9323.0
1601683200,9017.54,436.83292195,3938791.407346565,-18.56,15.51,10.04,9058.0,9444.0
1601769600,9011.94,323.43214306,2944438.903739613,-36.82,19.89,9.22,9129.0,9576.0
1601856000,9101.58,1482.92525604,13577248.425230548,-44.26,17.35,8.34,9100.0,9689.0
1601942400,9156.29,1539.0832614,13918699.4744709,-28.5,16.99,7.65,9059.0,9743.0
1602028800,9042.64,1479.72221439,13429870.034470778,-17.66,15.06,6.95,9178.0,9739.0
1602115200,9073.6,1716.7245245,15934894.545087673,-6.52,12.65,6.24,9323.0,9782.0
1602201600,9285.1,1740.80367007,16294827.569763636,9.89,11.13,5.44,9444.0,9752.0
1602288000,9353.9,1150.80430284,10971365.441770565,30.97,9.62,4.81,9576.0,9689.0
1602374400,9532.17,575.11863365,5532808.040116759,46.79,8.63,4.17,9689.0,9765.0
1602460800,9620.29,2035.85558895,19864677.68217662,68.91,9.14,3.69,9743.0,9910.0
1602547200,9752.72,1577.8471706,15359127.263469638,94.69,10.06,3.18,9739.0,10037.0
1602633600,9737.47,1348.09920323,13130755.859300848,123.95,11.75,2.72,9782.0,10423.0
1602720000,9734.63,1190.56270385,11702064.627395729,114.04,12.31,2.18,9752.0,10875.0
1602806400,9826.27,1527.61098515,14783363.652130015,83.44,14.26,1.58,9689.0,10941.0
1602892800,9670.03,509.20213717,4943400.543924192,69.26,17.22,1.02,9765.0,10978.0
1602979200,9701.6,449.19769371,4414804.773320623,28.84,20.05,0.33,9910.0,11033.0
1603065600,9827.27,2043.02211466,20417125.374845028,5.98,22.58,-0.35,10037.0,11040.0
1603152000,9987.88,2023.92160151,20414184.037550543,3.12,25.76,-1.0,10423.0,11330.0
1603238400,10081.81,5031.03438188,54153601.29346195,28.99,30.61,-1.46,10875.0,11450.0
1603324800,10754.7,2657.28311885,29216296.43513198,54.36,34.79,-1.8,10941.0,11424.0
1603411200,10972.15,2037.40889433,22226460.36184695,139.11,40.43,-1.65,10978.0,11587.0
1603497600,10894.72,650.40396019,7193851.538037912,223.82,47.59,-1.45,11033.0,11752.0
1603584000,11054.57,823.04378038,9063679.096618908,237.0,51.88,-1.25,11040.0,11825.0
1603670400,10998.94,1837.51086565,20361292.52628974,228.07,59.09,-0.83,11330.0,11749.0
1603756800,11077.8,2773.89164045,32130291.9994128,182.81,65.07,0.15,11450.0,11796.0
1603843200,11583.11,3379.88097897,38247713.32350843,127.1,71.01,1.12,11424.0,12000.0
1603929600,11313.52,2176.73525329,25109076.49375081,100.03,79.67,2.5,11587.0,12628.0
1604016000,11521.72,2520.67439507,29369662.92090206,86.58,84.75,3.61,11752.0,13169.0
1604102400,11654.32,1715.03949093,20323338.020284865,106.54,90.82,5.04,11825.0,12799.0
1604188800,11827.57,661.65281185,7821715.482228538,110.02,96.48,6.83,11749.0,12722.0
1604275200,11833.75,2295.22531839,26773482.00747478,127.77,101.08,8.24,11796.0,12984.0
1604361600,11662.02,2216.00283303,26436913.7980479,110.63,104.28,9.74,12000.0,12970.0
1604448000,11934.0,2694.8101,32514851.067873,56.54,105.08,11.02,12628.0,13148.0
1604534400,12067.86,4018.88690604,53005260.15923781,82.91,107.07,12.79,13169.0,13577.0
1604620800,13193.67,3652.18161754,48005809.09722513,72.58,109.05,14.62,12799.0,13821.0
1604707200,13142.39,2916.45608311,36327435.30033982,185.67,116.21,17.19,12722.0,13698.0
1604793600,12442.16,1370.05104764,17814047.64540767,252.5,121.4,19.77,12984.0,13541.0
1604880000,12996.94,2814.23734085,36503444.40579194,215.92,121.73,21.74,12970.0,13793.0
1604966400,12966.65,1780.93312863,23105897.64817077,217.7,124.7,24.23,13148.0,14490.0
1605052800,12965.38,3494.2743815,46582136.83703268,150.16,127.09,26.35,13577.0,14946.0
1605139200,13318.74,2691.28774212,37232216.57519782,74.75,128.55,28.48,13821.0,15024.0
1605225600,13827.75,2017.48372679,27869802.64959881,19.49,131.72,30.94,13698.0,15392.0
1605312000,13804.84,1744.07458338,23704990.837163445,134.92,136.47,33.7,13541.0,15741.0
1605398400,13589.87,880.75279385,11882526.59025232,217.92,139.24,36.43,13793.0,15640.0
1605484800,13492.76,2108.75716663,29718271.9103116,154.2,139.44,38.97,14490.0,15526.0
1605571200,14093.43,3459.99982605,51509328.810390696,118.34,136.27,41.6,14946.0,15812.0
1605657600,14877.69,5292.59208994,79460278.41639328,124.8,135.49,44.37,15024.0,15919.0
1605744000,15015.26,2813.64093359,42296845.15365308,174.86,138.67,47.58,15392.0,15062.0
1605830400,15034.09,2871.92443054,45232752.34251639,221.85,141.61,50.86,15741.0,14371.0
1605916800,15735.51,1599.56957882,25186502.67418396,282.98,143.08,53.92,15640.0,14586.0
1606003200,15740.0,4086.56264625,63502895.0476431,372.91,151.51,57.5,15526.0,15017.0
1606089600,15515.17,1883.2475047,29257888.410843592,363.65,159.26,60.96,15812.0,15820.0
1606176000,15515.04,5269.88067994,84892982.16241466,239.65,162.89,64.22,15919.0,16007.0
1606262400,16111.63,2466.0653068,38780997.76559385,129.21,165.58,67.1,15062.0,15731.0
1606348800,15709.62,9789.9147976,141121621.807404,143.95,169.74,70.41,14371.0,15937.0
1606435200,14408.56,3242.72336971,46476397.550835975,91.21,169.58,73.24,14586.0,15711.0
1606521600,14336.77,2018.34110705,29943563.712094896,-123.04,162.45,75.09,15017.0,15611.0
1606608000,14830.64,1742.6341309,26492552.21207903,-222.44,151.74,76.78,15820.0,15904.0
1606694400,15209.47,4808.14841558,79002061.55710095,-218.33,144.31,78.89,16007.0,15915.0
1606780800,16433.81,4247.68756479,66180161.61194634,-173.27,138.77,81.15,15731.0,15483.0
1606867200,15582.63,1864.52533694,29608121.638259485,13.87,140.73,84.38,15937.0,15248.0
1606953600,15856.24,1840.13228344,29474374.053968705,162.22,135.2,86.62,15711.0,15194.0
1607040000,16008.52,2220.39627967,34224921.80727982,301.35,128.58,88.17,15611.0,14967.0
1607126400,15407.46,947.54462907,14985266.7016014,265.7,122.95,89.92,15904.0,15222.0
1607212800,15817.75,831.79240462,13300585.133823046,98.25,112.56,90.9,15915.0,15667.0
1607299200,15992.2,1332.65485067,21106960.66826965,7.07,111.09,92.13,15483.0,15822.0
1607385600,15831.52,2026.39692629,30668058.473612223,-46.55,109.22,93.47,15248.0,15917.0
1607472000,15131.82,2629.01452329,40394361.21788189,29.57,100.22,94.43,15194.0,16756.0
1607558400,15361.65,1488.11274309,22361944.596050587,-69.38,89.03,94.81,14967.0,18045.0
1607644800,15033.96,2412.2099082,35940866.25982039,-88.5,78.16,95.31,15222.0,18722.0
1607731200,14910.29,1364.10096301,21190571.845840324,-103.32,64.1,95.49,15667.0,19136.0
1607817600,15541.24,1383.11801606,21842628.476204496,-182.45,50.75,95.51,15822.0,19315.0
1607904000,15779.34,1390.63153899,22063287.182892084,-117.61,44.29,95.82,15917.0,18908.0
1607990400,15856.08,1932.68993193,30879456.75291498,7.53,38.43,96.39,16756.0,19061.0
1608076800,15988.0,4519.32717703,79192576.86254261,125.55,30.71,96.99,18045.0,19290.0
1608163200,17512.21,6744.56442874,125295526.97945444,156.87,22.17,97.71,18722.0,19255.0
1608249600,18563.62,2901.59825529,54784061.09874114,353.75,26.49,99.39,19136.0,19851.0
1608336000,18862.78,2702.15312304,52448116.57992564,539.66,41.48,101.71,19315.0,20957.0
1608422400,19409.75,2125.07851807,40843414.09532034,613.9,57.71,104.2,18908.0,21526.0
1608508800,19208.69,4188.26873463,77929315.38970451,695.72,75.89,106.82,19061.0,21745.0
1608595200,18594.23,2515.73840514,49128421.34308813,651.85,95.66,108.86,19290.0,22211.0
1608681600,19525.67,3516.79168449,67009054.26002299,430.63,109.95,110.38,19255.0,22901.0
1608768000,19046.39,2468.99819308,48053272.37253039,230.27,127.43,112.26,19851.0,23590.0
1608854400,19467.14,2665.63345636,53936214.10531172,69.95,140.03,113.92,20957.0,23852.0
1608940800,20242.64,4031.66679755,87372065.41976495,50.12,157.89,115.72,21526.0,25007.0
1609027200,21683.48,6680.55508754,142752840.13814062,123.85,176.49,117.95,21745.0,26242.0
1609113600,21351.71,3126.04619552,69203660.42533483,380.81,193.39,121.08,22211.0,26330.0
1609200000,22121.38,3049.23984901,67998231.58731395,492.3,204.42,123.68,22901.0,26903.0
1609286400,22311.53,3480.54821462,81756824.56406654,521.93,220.71,126.7,23590.0,28757.0
1609372800,23491.71,2459.91003811,58269955.39714359,579.03,237.58,129.63,23852.0,30937.0
1609459200,23671.62,1601.19959034,38481853.92258386,594.62,267.36,133.09,25007.0,32600.0
1609545600,24033.69,5533.29489706,143755997.41870028,530.83,289.29,136.42,26242.0,32923.0
1609632000,25981.53,7408.14768028,196328729.6229069,466.46,311.83,139.77,26330.0,31979.0
1609718400,26500.7,8254.99972217,215950710.18197,681.22,344.36,144.36,26903.0,30224.0
1609804800,26140.58,4822.78379327,133419612.88189033,750.71,371.66,149.1,28757.0,28506.0
1609891200,27675.67,5147.29878367,153585204.05312115,707.68,394.52,153.21,30937.0,29303.0
1609977600,29853.94,8432.53598579,270009380.6381965,712.74,423.9,158.18,32600.0,31452.0
1610064000,32044.12,5794.31131674,192113115.0328336,928.21,461.03,164.6,32923.0,31312.0
1610150400,33138.74,1948.78881434,63737652.1105602,1176.82,501.22,172.33,31979.0,30113.0
1610236800,32669.98,6633.47547952,207543139.36185727,1295.42,542.53,180.63,30224.0,29728.0
1610323200,31287.24,16214.8143825,472830959.7638845,1316.88,570.65,188.26,28506.0,29942.0
1610409600,29113.23,5641.67964238,157393496.83419564,1025.48,581.15,194.6,29303.0,29951.0
1610496000,27889.23,5735.8472912,176184407.65999693,278.76,574.69,198.98,31452.0,29414.0
1610582400,30739.48,4286.32310405,137865167.7289711,-485.98,555.93,202.14,31312.0,27324.0
1610668800,32171.63,4590.21585715,139785935.3021061,-641.77,550.71,207.17,30113.0,26265.0
1610755200,30404.34,2493.15300275,74348565.01030801,-362.87,549.01,212.77,29728.0,26747.0
1610841600,29821.07,2367.56629465,70163158.601234,-121.5,539.22,216.74,29942.0,26444.0
1610928000,29624.01,2455.87143528,74316634.32872102,88.08,527.18,220.03,29951.0,26576.0
1611014400,30300.19,2512.25300306,74367688.2740521,180.75,510.92,222.97,29414.0,26666.0
1611100800,29563.67,3347.53399604,97961331.02593563,94.69,498.02,226.15,27324.0,25918.0
1611187200,29282.94,5937.83441024,150612160.38388786,-287.52,474.12,228.97,26265.0,26344.0
1611273600,25375.7,4240.56197527,115150000.9125112,-352.44,439.58,231.43,26747.0,27882.0
1611360000,27120.8,1588.66014357,41898718.93566062,-579.38,381.49,230.67,26444.0,28237.0
1611446400,26363.79,1430.03424215,37931929.97953475,-629.1,328.75,231.07,26576.0,27775.0
1611532800,26552.69,2817.57335365,74947986.5460272,-725.98,270.44,230.61,26666.0,27567.0
1611619200,26579.58,2616.79879568,70006459.30917628,-707.3,215.62,230.09,25918.0,28623.0
1611705600,26715.32,3443.31371087,86499483.73076527,-479.45,168.11,229.72,26344.0,30357.0
1611792000,25104.88,2789.76347358,76951329.182955,-209.4,117.01,228.99,27882.0,31073.0
1611878400,27564.62,8393.46978252,236695847.867064,-50.27,58.44,226.99,28237.0,31327.0
1611964800,28220.48,2025.61044955,57229328.95788221,-36.56,15.72,226.67,27775.0,32214.0
1612051200,28237.88,1956.12190827,53427107.77253961,218.54,-16.96,226.7,27567.0,32441.0
1612137600,27334.25,2480.84561755,68966962.38185413,328.1,-50.4,226.47,28623.0,35372.0
1612224000,27758.47,2523.75633898,74420224.07308155,300.88,-89.2,225.18,30357.0,38448.0
1612310400,29482.64,2609.06496501,81483551.3783294,295.05,-113.3,224.15,31073.0,37712.0
1612396800,31241.26,3119.28574244,96398437.77722315,451.24,-123.48,224.22,31327.0,38304.0
1612483200,30874.26,1653.63891815,52551950.29046138,466.96,-126.13,226.14,32214.0,39348.0
1612569600,31806.01,2423.93066857,79071551.36486237,575.59,-122.83,227.45,32441.0,39081.0
1612656000,32630.49,2169.56838282,69973331.70070337,759.54,-99.92,228.63,35372.0,39611.0
1612742400,32259.2,5987.86712654,230444802.8463586,906.26,-57.45,230.51,38448.0,39860.0
1612828800,38496.78,4076.12001124,156523008.431616,727.24,-10.09,231.77,37712.0,40103.0
1612915200,38399.31,3019.13900721,111784738.82338291,1101.23,74.67,237.28,38304.0,41965.0
1613001600,37068.49,3367.85585002,133163639.48889229,1327.58,146.67,242.57,39348.0,42966.0
1613088000,39572.43,2803.11870726,109670505.73744558,1344.13,191.93,246.85,39081.0,44376.0
1613174400,39126.96,1477.30655767,57667902.41615689,1368.41,241.36,252.56,39611.0,46181.0
1613260800,39035.83,2145.55126734,86223440.42469397,1167.41,302.38,257.36,39860.0,46813.0
1613347200,40177.28,2845.79004073,112531929.3175986,812.98,368.95,261.6,40103.0,45965.0
1613433600,39537.04,3347.98152423,136160299.36207384,299.04,427.65,266.71,41965.0,42378.0
1613520000,40681.52,3382.20495361,146273768.94397298,324.79,473.84,271.51,42966.0,40555.0
1613606400,43270.0,2113.76400446,90176385.35155036,422.09,521.74,276.84,44376.0,39853.0
1613692800,42692.64,3367.98381626,155126640.18988258,525.11,586.08,283.66,46181.0,38632.0
1613779200,46109.31,2462.17348214,113881334.27839284,702.49,635.84,290.12,46813.0,38355.0
1613865600,46206.63,1539.48195169,73001171.90659313,1070.86,699.87,298.64,45965.0,37844.0
1613952000,47400.0,8682.9529732,386651201.2603581,1187.28,730.1,306.56,42378.0,39284.0
1614038400,44524.94,10704.04724111,430644907.4829203,1338.51,770.79,314.85,40555.0,40662.0
1614124800,40240.02,4931.7944231,201559478.9954432,832.29,778.68,320.96,39853.0,40992.0
1614211200,40863.22,3083.8495526,119786461.58757024,-147.67,752.16,323.16,38632.0,41127.0
1614297600,38832.61,4187.78115088,160943046.3225368,-675.3,723.75,324.44,38355.0,40675.0
1614384000,38409.55,1801.8422789,69010559.28187001,-1417.03,676.82,323.74,37844.0,40946.0
1614470400,38311.6,2941.12796111,109931275.08439876,-1578.13,610.67,322.7,39284.0,41853.0
1614556800,37402.76,2879.70281091,118542044.70621067,-1460.84,554.92,321.48,40662.0,43375.0
1614643200,41164.68,2260.4148853,90776905.54471684,-988.47,493.06,320.13,40992.0,45109.0
1614729600,40165.01,2662.15508041,111330500.19467127,-166.71,451.5,320.56,41127.0,46495.0
1614816000,41841.31,2799.01265278,113117477.9912266,55.81,391.5,320.04,40675.0,47561.0
1614902400,40432.4,2580.34261165,105579310.96550848,549.65,339.54,320.45,40946.0,48032.0
1614988800,40898.01,1076.47709166,44128595.95127696,567.51,284.11,318.97,41853.0,48984.0
1615075200,41045.47,1820.05113576,77644036.66993047,517.68,238.95,317.71,43375.0,49765.0
1615161600,42656.41,2147.07040788,94673137.2721015,380.79,187.9,316.29,45109.0,48038.0
1615248000,44094.1,2179.17459584,100512249.05852416,189.03,149.15,315.51,46495.0,47241.0
1615334400,46124.0,2656.51024707,124499743.5881579,501.09,120.54,314.82,47561.0,48471.0
1615420800,46889.55,2409.91493722,116237885.05077034,783.21,97.35,315.31,48032.0,48789.0
1615507200,48271.47,2626.83200744,125543157.66709702,1174.0,115.96,315.61,48984.0,48617.0
1615593600,47804.66,2389.48783449,119863758.76713014,1331.29,139.08,316.3,49765.0,48852.0
1615680000,50179.87,1194.33235501,58940492.8129203,1225.11,145.61,316.58,48038.0,48543.0
1615766400,49350.16,3712.11730012,173451613.4207741,1147.82,179.96,318.24,47241.0,46844.0
1615852800,46705.53,2387.91753766,114086581.02976675,885.54,201.16,318.79,48471.0,45688.0
1615939200,47788.72,2169.83310581,106655542.51636358,306.22,200.13,316.95,48789.0,45092.0
1616025600,49175.1,2047.42547942,99102579.66736075,39.68,210.54,316.53,48617.0,44004.0
1616112000,48403.5,1626.41041939,79416856.36591658,-28.4,222.1,317.43,48852.0,45170.0
1616198400,48827.26,1373.29684425,67121819.61126915,-63.37,232.28,317.47,48543.0,47024.0
1616284800,48821.4,1650.08099742,79639773.27243847,-124.34,259.61,317.75,46844.0,47323.0
1616371200,48284.85,2105.70672768,95603928.56214568,116.86,280.45,317.39,45688.0,48112.0
1616457600,45402.3,2433.718748,111884694.89774203,230.55,318.66,315.69,45092.0,49495.0
1616544000,45914.85,3149.49343859,139425806.8911035,-304.35,337.98,312.09,44004.0,50057.0
1616630400,44313.67,3314.40296628,144818595.17580777,-583.06,369.2,308.08,45170.0,49955.0
1616716800,43630.38,1435.52727576,67052402.40529279,-768.34,370.91,302.77,47024.0,50018.0
1616803200,46671.5,1249.33948298,59188419.99757939,-963.43,338.77,297.13,47323.0,49435.0
1616889600,47302.74,1002.59730342,47466044.34359734,-601.69,329.03,294.41,48112.0,49088.0
1616976000,47344.27,2244.02826498,109689088.964659,-96.16,306.77,291.49,49495.0,49708.0
1617062400,48866.43,1579.81241003,79186564.63471602,391.41,278.1,288.75,50057.0,49413.0
1617148800,50085.26,2102.32534138,105177003.24811246,663.87,254.6,286.86,49955.0,48045.0
1617235200,50014.16,1084.18841164,54096480.67515946,1016.42,227.99,286.31,50018.0,47995.0
1617321600,49900.87,1352.04998671,67786445.7361919,983.66,221.23,285.4,49435.0,48832.0
1617408000,50106.52,1159.26454922,56529217.21361486,637.57,202.9,284.24,49088.0,49520.0
1617494400,48718.92,1032.66493062,51072271.96073929,524.01,193.14,284.27,49708.0,50237.0
1617580800,49465.27,1277.86693677,63829453.4916615,229.28,161.02,283.27,49413.0,50290.0
1617667200,49950.0,1323.99400483,64711583.93983127,-30.14,133.24,282.19,48045.0,51672.0
1617753600,48860.26,2468.49528653,116584168.92827952,-95.91,105.8,282.22,47995.0,52894.0
1617840000,47213.41,1092.82731317,53304269.58429024,-143.02,78.47,282.73,48832.0,52758.0
1617926400,48755.65,767.65024863,37543816.15235929,-332.99,47.68,283.35,49520.0,52062.0
1618012800,48894.33,1968.97450631,98736313.73189165,-273.88,39.44,285.68,50237.0,50899.0
1618099200,50131.21,1064.91727639,53611066.55026519,-129.63,36.21,287.49,50290.0,48796.0
1618185600,50391.21,1665.50337817,83591081.58927128,-7.79,49.6,288.91,51672.0,46660.0
1618272000,50189.68,2349.00928757,124859310.14177442,198.09,60.62,288.59,52894.0,46660.0
1618358400,53189.76,2378.78872429,125118672.95626467,418.55,85.56,286.84,52758.0,45866.0
1618444800,52625.14,1287.96663158,68121508.23957357,796.21,124.14,289.07,52062.0,43900.0
1618531200,52851.44,2337.81533726,119864421.21568798,723.49,139.13,291.58,50899.0,42728.0
1618617600,51293.15,1330.67342218,67204144.21949962,702.06,160.41,292.6,48796.0,41969.0
1618704000,50537.44,5854.4272275,275472989.33306724,387.21,178.95,291.67,46660.0,41101.0
1618790400,47039.18,2352.75548362,108889429.35603642,82.4,186.34,289.68,46660.0,42719.0
1618876800,46284.52,2672.01247349,125680324.46095516,-574.58,173.15,285.3,45866.0,45160.0
1618963200,46998.59,1843.96560359,82488012.62996316,-1221.49,155.83,279.53,43900.0,45416.0
1619049600,44728.8,4161.631303,179245538.61888695,-1223.84,140.56,273.81,42728.0,44727.0
1619136000,43052.12,5928.82378121,251406199.3478557,-1328.93,91.33,263.2,41969.0,46095.0
1619222400,42404.06,2128.37110895,88400148.7459289,-1299.32,35.12,252.35,41101.0,47987.0
1619308800,41550.45,1996.08837351,81142369.68415923,-1211.79,-35.04,240.19,42719.0,47559.0
1619395200,40650.69,3123.44110088,139891180.774485,-1006.2,-114.57,227.29,45160.0,47247.0
1619481600,44757.76,1460.13458802,66527791.00434589,-1075.8,-178.01,213.51,45416.0,45899.0
1619568000,45575.2,1880.81742094,85120887.53827575,-585.01,-207.91,202.6,44727.0,46077.0
1619654400,45251.62,1610.48613841,71187497.42820664,149.9,-231.13,190.79,46095.0,47280.0
1619740800,44198.93,2336.2137784,112117796.1305012,576.72,-245.14,180.24,47987.0,47029.0
1619827200,47975.3,1474.03907378,70751178.04993498,632.55,-255.94,169.13,47559.0,47872.0
1619913600,48026.89,1092.81432007,51461303.87697474,959.46,-240.24,160.53,47247.0,48189.0
1620000000,47090.61,1910.00885025,90542174.137782,970.98,-224.08,150.97,45899.0,47005.0
1620086400,47445.49,3587.60663072,159120937.5119926,522.34,-211.72,140.7,46077.0,46404.0
1620172800,44343.85,2723.48280504,130211755.5210662,468.46,-205.29,131.66,47280.0,43875.0
1620259200,47781.31,2319.67399158,108510800.22490528,103.04,-213.15,121.37,47029.0,41109.0
1620345600,46778.47,1978.15418005,93524736.06620614,103.67,-193.22,113.11,47872.0,41108.0
1620432000,47272.7,1726.07131224,83664005.57918322,-243.87,-186.31,104.53,48189.0,39851.0
1620518400,48470.77,1749.24352225,83802233.89089632,-91.11,-186.64,96.69,47005.0,38394.0
1620604800,47941.6,3632.09451408,167322930.5442409,222.48,-168.63,89.2,46404.0,37018.0
1620691200,46067.89,1781.03332946,83247100.74895692,329.77,-152.96,85.74,43875.0,35491.0
1620777600,46721.47,3332.70892519,136733148.680393,256.61,-140.41,80.67,41109.0,32678.0
1620864000,41068.7,6540.92763587,269159106.80677414,-140.42,-120.05,74.96,41108.0,31716.0
1620950400,41132.48,2667.78202213,109601742.67271718,-736.95,-135.92,66.82,39851.0,31969.0
1621036800,41124.45,2647.29613327,102127125.49967676,-1230.18,-126.62,58.37,38394.0,30742.0
1621123200,38593.56,3812.24829626,145606231.34680924,-1452.01,-115.91,49.82,37018.0,29657.0
1621209600,38190.93,5576.89309482,199898658.0111066,-1554.29,-114.85,40.23,35491.0,30162.0
1621296000,35833.88,3095.04062885,108786190.29516567,-1422.53,-120.79,29.89,32678.0,31590.0
1621382400,35121.45,16665.79431839,503870625.5792259,-1462.76,-141.31,18.71,31716.0,31794.0
1621468800,30196.29,8176.66932237,271755693.2636281,-1120.45,-184.02,9.02,31969.0,31920.0
1621555200,33254.71,7508.53290817,230383188.9414439,-1699.08,-258.4,-4.58,30742.0,30496.0
1621641600,30668.22,3986.61085006,122853193.93033148,-1552.62,-300.97,-13.17,29657.0,28899.0
1621728000,30809.58,7110.4242874,202672831.9268204,-1403.07,-369.77,-23.36,30162.0,28900.0
1621814400,28517.79,4775.24920032,151880525.51055387,-1226.5,-442.96,-32.31,31590.0,29869.0
1621900800,31835.75,3230.93152347,101268799.13382764,-1075.0,-529.96,-44.82,31794.0,30252.0
1621987200,31338.21,2748.21580676,88629135.30326797,-559.26,-595.26,-57.84,31920.0,30411.0
1622073600,32254.55,2153.25427116,68010794.54510114,-55.81,-665.65,-70.62,30496.0,31559.0
1622160000,31670.54,3539.66871159,103790130.56455489,-22.65,-697.66,-84.09,28899.0,31329.0
1622246400,29311.41,3058.33389778,87124042.24629591,311.33,-722.24,-98.2,28900.0,29815.0
1622332800,28501.56,2355.80797848,69020744.85046446,79.64,-758.09,-114.0,29869.0,29379.0
1622419200,29224.34,2256.26668679,68848105.24604681,-170.18,-799.33,-130.93,30252.0,28535.0
